comp_id,employee_id,effective_date,monthly_income,salary_hike_pct,stock_option_level
51,14,2025-12-31,2426,13.0,1
63,15,2020-01-01,2329,14.0,0
62,15,2020-12-31,2492,7.0,0
61,15,2021-12-31,2667,7.0,0
60,15,2023-01-01,3067,15.0,0
59,15,2024-01-01,3435,12.0,0
58,15,2024-12-31,3744,9.0,0
57,15,2025-12-31,4193,12.0,0
69,16,2020-12-31,1436,20.0,0
68,16,2021-12-31,1637,14.0,0
67,16,2023-01-01,1915,17.0,0
66,16,2024-01-01,2221,16.0,0
65,16,2024-12-31,2488,12.0,1
64,16,2025-12-31,2911,17.0,1
72,18,2024-01-01,2220,5.0,0
71,18,2024-12-31,2397,8.0,0
70,18,2025-12-31,2661,11.0,1
77,19,2021-01-31,1161,18.0,0
76,19,2022-02-01,1371,18.0,0
75,19,2023-02-01,1617,18.0,0
74,19,2024-02-01,1779,10.0,0
73,19,2025-01-31,2028,14.0,0
84,20,2020-01-01,5852,13.0,1
83,20,2020-12-31,6204,6.0,1
82,20,2021-12-31,6576,6.0,1
81,20,2023-01-01,7365,12.0,1
80,20,2024-01-01,8028,9.0,1
79,20,2024-12-31,8991,12.0,1
78,20,2025-12-31,9980,11.0,1
91,21,2020-01-01,1830,12.0,0
90,21,2020-12-31,2050,12.0,0
89,21,2021-12-31,2317,13.0,1
88,21,2023-01-01,2548,10.0,1
87,21,2024-01-01,2727,7.0,2
86,21,2024-12-31,2945,8.0,2
85,21,2025-12-31,3298,12.0,2
93,22,2024-12-31,2597,17.0,2
92,22,2025-12-31,2935,13.0,2
100,23,2020-01-01,6981,12.0,0
99,23,2020-12-31,7749,11.0,0
98,23,2021-12-31,8679,12.0,0
97,23,2023-01-01,9808,13.0,0
96,23,2024-01-01,11083,13.0,0
95,23,2024-12-31,13299,20.0,0
94,23,2025-12-31,15427,16.0,0
104,24,2023-01-01,2966,11.0,0
103,24,2024-01-01,3352,13.0,0
102,24,2024-12-31,3553,6.0,0
101,24,2025-12-31,3944,11.0,0
109,26,2021-12-31,2052,22.0,1
108,26,2023-01-01,2441,19.0,1
107,26,2024-01-01,2905,19.0,1
106,26,2024-12-31,3399,17.0,1
105,26,2025-12-31,4011,18.0,1
115,27,2020-08-19,1230,26.0,0
114,27,2021-08-19,1489,21.0,0
113,27,2022-08-20,1816,22.0,0
112,27,2023-08-20,2216,22.0,0
111,27,2024-08-19,2770,25.0,0
110,27,2025-08-19,3407,23.0,0
122,28,2020-01-01,6960,10.0,0
121,28,2020-12-31,7656,10.0,0
120,28,2021-12-31,8422,10.0,0
119,28,2023-01-01,9095,8.0,0
118,28,2024-01-01,10005,10.0,0
117,28,2024-12-31,10805,8.0,0
116,28,2025-12-31,11994,11.0,0
123,30,2025-12-31,1232,14.0,0
128,31,2020-04-18,1919,5.0,0
127,31,2021-04-19,2188,14.0,0
126,31,2022-04-19,2516,15.0,0
125,31,2023-04-19,2667,6.0,0
124,31,2024-04-18,2960,11.0,0
135,32,2020-01-01,11505,12.0,0
134,32,2020-12-31,12426,8.0,0
133,32,2021-12-31,13171,6.0,0
132,32,2023-01-01,14620,11.0,0
131,32,2024-01-01,16228,11.0,0
130,32,2024-12-31,17202,6.0,0
129,32,2025-12-31,19094,11.0,1
142,33,2018-07-04,1282,18.0,0
141,33,2019-07-04,1525,19.0,0
140,33,2020-07-03,1769,16.0,0
139,33,2021-07-04,2194,24.0,0
138,33,2022-07-04,2655,21.0,0
137,33,2023-07-04,3212,21.0,0
136,33,2024-07-03,3919,22.0,0
149,35,2020-01-01,3723,14.0,0
148,35,2020-12-31,4095,10.0,0
147,35,2021-12-31,4586,12.0,0
146,35,2023-01-01,4816,5.0,0
145,35,2024-01-01,5490,14.0,0
144,35,2024-12-31,6149,12.0,1
143,35,2025-12-31,6825,11.0,1
156,36,2020-01-01,4555,12.0,0
155,36,2020-12-31,5284,16.0,0
154,36,2021-12-31,6077,15.0,0
153,36,2023-01-01,7049,16.0,0
152,36,2024-01-01,7683,9.0,0
151,36,2024-12-31,8989,17.0,1
150,36,2025-12-31,10248,14.0,1
159,38,2024-01-01,15520,8.0,0
158,38,2024-12-31,16917,9.0,0
157,38,2025-12-31,18947,12.0,0
161,39,2024-12-31,2249,6.0,0
160,39,2025-12-31,2496,11.0,0
166,40,2021-12-31,4460,10.0,0
165,40,2023-01-01,4817,8.0,0
164,40,2024-01-01,5347,11.0,0
163,40,2024-12-31,5721,7.0,0
162,40,2025-12-31,6465,13.0,0
173,41,2020-01-01,989,13.0,0
172,41,2020-12-31,1088,10.0,0
171,41,2021-12-31,1262,16.0,0
170,41,2023-01-01,1451,15.0,0
169,41,2024-01-01,1669,15.0,0
168,41,2024-12-31,1952,17.0,0
167,41,2025-12-31,2206,13.0,0
175,42,2024-08-14,1830,9.0,1
174,42,2025-08-14,2086,14.0,1
178,45,2022-02-20,1661,16.0,0
177,45,2023-02-20,1977,19.0,0
176,45,2024-02-20,2293,16.0,1
184,46,2020-12-31,1690,13.0,2
183,46,2021-12-31,1809,7.0,2
182,46,2023-01-01,1972,9.0,2
181,46,2024-01-01,2090,6.0,2
180,46,2024-12-31,2362,13.0,2
179,46,2025-12-31,2645,12.0,2
188,47,2022-12-16,1830,8.0,0
187,47,2023-12-16,2159,18.0,0
186,47,2024-12-15,2354,9.0,0
185,47,2025-12-15,2683,14.0,0
191,49,2024-01-01,1635,10.0,0
190,49,2024-12-31,1782,9.0,0
189,49,2025-12-31,2014,13.0,0
193,51,2024-12-31,2999,12.0,0
192,51,2025-12-31,3419,14.0,1
199,52,2020-12-31,2336,16.0,1
198,52,2021-12-31,2663,14.0,1
197,52,2023-01-01,3035,14.0,2
196,52,2024-01-01,3673,21.0,2
195,52,2024-12-31,4518,23.0,2
194,52,2025-12-31,5376,19.0,2
201,53,2024-12-31,1742,8.0,0
200,53,2025-12-31,1951,12.0,1
203,54,2024-12-31,2072,14.0,1
202,54,2025-12-31,2341,13.0,1
205,55,2024-04-11,2047,12.0,0
204,55,2025-04-11,2293,12.0,0
212,56,2020-01-01,3583,18.0,0
211,56,2020-12-31,4264,19.0,0
210,56,2021-12-31,4946,16.0,0
209,56,2023-01-01,5737,16.0,0
208,56,2024-01-01,6598,15.0,0
207,56,2024-12-31,7588,15.0,0
206,56,2025-12-31,8726,15.0,0
219,57,2020-01-01,1239,20.0,0
218,57,2020-12-31,1536,24.0,0
217,57,2021-12-31,1843,20.0,0
216,57,2023-01-01,2157,17.0,0
215,57,2024-01-01,2717,26.0,0
214,57,2024-12-31,3261,20.0,0
213,57,2025-12-31,4011,23.0,0
226,58,2019-07-30,10557,16.0,0
225,58,2020-07-29,11823,12.0,0
224,58,2021-07-29,13479,14.0,0
223,58,2022-07-30,14827,10.0,0
222,58,2023-07-30,15864,7.0,0
221,58,2024-07-29,17451,10.0,0
220,58,2025-07-29,19545,12.0,0
233,60,2020-01-01,1520,16.0,0
232,60,2020-12-31,1854,22.0,0
231,60,2021-12-31,2262,22.0,0
230,60,2023-01-01,2737,21.0,0
229,60,2024-01-01,3339,22.0,0
228,60,2024-12-31,3807,14.0,0
227,60,2025-12-31,4568,20.0,0
235,61,2024-12-31,2498,15.0,0
234,61,2025-12-31,3022,21.0,0
242,62,2020-01-01,1856,21.0,0
241,62,2020-12-31,2264,22.0,0
240,62,2021-12-31,2808,24.0,0
239,62,2023-01-01,3313,18.0,0
238,62,2024-01-01,3942,19.0,0
237,62,2024-12-31,4770,21.0,0
236,62,2025-12-31,5772,21.0,0
244,63,2024-12-31,1907,20.0,0
243,63,2025-12-31,2269,19.0,0
246,64,2023-11-20,4762,10.0,0
245,64,2024-11-19,5381,13.0,0
249,65,2023-04-07,2719,14.0,0
248,65,2024-04-06,3045,12.0,0
247,65,2025-04-06,3441,13.0,0
254,68,2021-12-31,2566,15.0,0
253,68,2023-01-01,3053,19.0,0
252,68,2024-01-01,3695,21.0,0
251,68,2024-12-31,4507,22.0,0
250,68,2025-12-31,5454,21.0,1
259,70,2021-12-31,6345,9.0,1
258,70,2023-01-01,7296,15.0,1
257,70,2024-01-01,7880,8.0,1
256,70,2024-12-31,8747,11.0,1
255,70,2025-12-31,9884,13.0,1
262,72,2024-01-01,3091,15.0,1
261,72,2024-12-31,3493,13.0,1
260,72,2025-12-31,4157,19.0,1
269,73,2020-01-01,7339,8.0,0
268,73,2020-12-31,8073,10.0,0
267,73,2021-12-31,8638,7.0,0
266,73,2023-01-01,9675,12.0,0
265,73,2024-01-01,11126,15.0,0
264,73,2024-12-31,12016,8.0,0
263,73,2025-12-31,13458,12.0,0
276,74,2020-01-01,2969,18.0,0
275,74,2020-12-31,3563,20.0,0
274,74,2021-12-31,4489,26.0,0
273,74,2023-01-01,5477,22.0,0
272,74,2024-01-01,6354,16.0,0
271,74,2024-12-31,7434,17.0,0
270,74,2025-12-31,9069,22.0,1
279,75,2024-01-01,3202,14.0,1
278,75,2024-12-31,3490,9.0,1
277,75,2025-12-31,4014,15.0,1
286,76,2020-01-01,1875,26.0,0
285,76,2020-12-31,2175,16.0,0
284,76,2021-12-31,2697,24.0,0
283,76,2023-01-01,3128,16.0,0
282,76,2024-01-01,3879,24.0,0
281,76,2024-12-31,4848,25.0,1
280,76,2025-12-31,5915,22.0,1
293,77,2020-01-01,2422,18.0,0
292,77,2020-12-31,2761,14.0,0
291,77,2021-12-31,3286,19.0,0
290,77,2023-01-01,3943,20.0,0
289,77,2024-01-01,4535,15.0,0
288,77,2024-12-31,5079,12.0,0
287,77,2025-12-31,5993,18.0,1
300,78,2020-01-01,1950,19.0,0
299,78,2020-12-31,2301,18.0,0
298,78,2021-12-31,2715,18.0,1
297,78,2023-01-01,3394,25.0,1
296,78,2024-01-01,4073,20.0,1
295,78,2024-12-31,5051,24.0,1
294,78,2025-12-31,6162,22.0,1
307,79,2020-01-01,1438,5.0,0
306,79,2020-12-31,1597,11.0,0
305,79,2021-12-31,1820,14.0,0
304,79,2023-01-01,1911,5.0,0
303,79,2024-01-01,2045,7.0,0
302,79,2024-12-31,2168,6.0,0
301,79,2025-12-31,2406,11.0,0
314,80,2020-01-01,9672,16.0,0
313,80,2020-12-31,10833,12.0,0
312,80,2021-12-31,12241,13.0,1
311,80,2023-01-01,13955,14.0,1
310,80,2024-01-01,15211,9.0,1
309,80,2024-12-31,16732,10.0,1
308,80,2025-12-31,18740,12.0,1
321,81,2020-01-01,4483,13.0,0
320,81,2020-12-31,4932,10.0,0
319,81,2021-12-31,5227,6.0,0
318,81,2023-01-01,5489,5.0,0
317,81,2024-01-01,6312,15.0,0
316,81,2024-12-31,6880,9.0,0
315,81,2025-12-31,7637,11.0,0
328,83,2020-01-01,5263,8.0,0
327,83,2020-12-31,5841,11.0,0
326,83,2021-12-31,6426,10.0,0
325,83,2023-01-01,7389,15.0,1
324,83,2024-01-01,8350,13.0,2
323,83,2024-12-31,8935,7.0,3
322,83,2025-12-31,10096,13.0,3
334,84,2020-12-31,8616,15.0,2
333,84,2021-12-31,9650,12.0,2
332,84,2023-01-01,10422,8.0,2
331,84,2024-01-01,11256,8.0,2
330,84,2024-12-31,12944,15.0,3
329,84,2025-12-31,14756,14.0,3
341,85,2020-01-01,3512,13.0,0
340,85,2020-12-31,4003,14.0,0
339,85,2021-12-31,4524,13.0,0
338,85,2023-01-01,4886,8.0,0
337,85,2024-01-01,5325,9.0,0
336,85,2024-12-31,5751,8.0,0
335,85,2025-12-31,6499,13.0,0
343,86,2024-12-31,8311,11.0,0
342,86,2025-12-31,9724,17.0,1
347,88,2023-01-01,1606,12.0,0
346,88,2024-01-01,1718,7.0,0
345,88,2024-12-31,1942,13.0,0
344,88,2025-12-31,2194,13.0,1
349,90,2024-08-31,2896,13.0,0
348,90,2025-08-31,3388,17.0,1
354,91,2021-12-31,3778,8.0,0
353,91,2023-01-01,4005,6.0,0
352,91,2024-01-01,4325,8.0,0
351,91,2024-12-31,4931,14.0,0
350,91,2025-12-31,5473,11.0,0
360,94,2020-12-31,962,27.0,0
359,94,2021-12-31,1126,17.0,0
358,94,2023-01-01,1418,26.0,0
357,94,2024-01-01,1730,22.0,0
356,94,2024-12-31,2198,27.0,1
355,94,2025-12-31,2703,23.0,1
362,95,2024-12-31,2138,15.0,0
361,95,2025-12-31,2501,17.0,0
369,96,2020-01-01,2582,15.0,0
368,96,2020-12-31,3073,19.0,0
367,96,2021-12-31,3626,18.0,0
366,96,2023-01-01,4315,19.0,0
365,96,2024-01-01,4789,11.0,0
364,96,2024-12-31,5316,11.0,1
363,96,2025-12-31,6220,17.0,2
371,97,2024-12-31,2712,8.0,0
370,97,2025-12-31,3038,12.0,0
378,98,2020-01-01,1334,24.0,0
377,98,2020-12-31,1694,27.0,0
376,98,2021-12-31,1982,17.0,0
375,98,2023-01-01,2399,21.0,0
374,98,2024-01-01,2855,19.0,0
373,98,2024-12-31,3597,26.0,0
372,98,2025-12-31,4424,23.0,0
385,100,2020-01-01,1834,10.0,0
384,100,2020-12-31,2128,16.0,0
383,100,2021-12-31,2468,16.0,0
382,100,2023-01-01,2888,17.0,0
381,100,2024-01-01,3205,11.0,0
380,100,2024-12-31,3782,18.0,0
379,100,2025-12-31,4312,14.0,0
386,101,2025-12-31,13245,14.0,0
392,102,2020-12-31,7420,12.0,0
391,102,2021-12-31,8162,10.0,0
390,102,2023-01-01,9305,14.0,0
389,102,2024-01-01,10515,13.0,0
388,102,2024-12-31,12092,15.0,0
387,102,2025-12-31,13664,13.0,0
397,103,2021-12-31,2213,24.0,0
396,103,2023-01-01,2788,26.0,0
395,103,2024-01-01,3401,22.0,1
394,103,2024-12-31,4116,21.0,1
393,103,2025-12-31,5021,22.0,1
404,104,2020-01-01,2276,11.0,2
403,104,2020-12-31,2572,13.0,2
402,104,2021-12-31,2958,15.0,2
401,104,2023-01-01,3431,16.0,2
400,104,2024-01-01,3980,16.0,2
399,104,2024-12-31,4577,15.0,2
398,104,2025-12-31,5126,12.0,2
411,105,2020-01-01,1062,12.0,0
410,105,2020-12-31,1295,22.0,0
409,105,2021-12-31,1554,20.0,0
408,105,2023-01-01,1772,14.0,0
407,105,2024-01-01,2144,21.0,0
406,105,2024-12-31,2423,13.0,0
405,105,2025-12-31,2859,18.0,0
413,106,2024-12-31,8982,12.0,1
412,106,2025-12-31,10239,14.0,1
420,107,2020-01-01,2907,15.0,0
419,107,2020-12-31,3168,9.0,0
418,107,2021-12-31,3517,11.0,0
417,107,2023-01-01,4079,16.0,0
416,107,2024-01-01,4406,8.0,1
415,107,2024-12-31,4758,8.0,2
414,107,2025-12-31,5329,12.0,3
426,110,2020-12-31,2212,18.0,0
425,110,2021-12-31,2566,16.0,0
424,110,2023-01-01,2899,13.0,0
423,110,2024-01-01,3160,9.0,0
422,110,2024-12-31,3761,19.0,0
421,110,2025-12-31,4325,15.0,0
433,112,2020-01-01,3994,15.0,0
432,112,2020-12-31,4553,14.0,0
431,112,2021-12-31,5054,11.0,0
430,112,2023-01-01,5358,6.0,0
429,112,2024-01-01,5840,9.0,0
428,112,2024-12-31,6541,12.0,0
427,112,2025-12-31,7260,11.0,0
434,113,2025-12-31,2322,13.0,1
439,116,2021-12-31,937,17.0,0
438,116,2023-01-01,1162,24.0,0
437,116,2024-01-01,1372,18.0,0
436,116,2024-12-31,1687,23.0,1
435,116,2025-12-31,2075,23.0,2
446,117,2020-01-01,1502,21.0,0
445,117,2020-12-31,1832,22.0,1
444,117,2021-12-31,2217,21.0,1
443,117,2023-01-01,2571,16.0,1
442,117,2024-01-01,3034,18.0,2
441,117,2024-12-31,3489,15.0,2
440,117,2025-12-31,4152,19.0,3
453,118,2019-04-09,4505,20.0,0
452,118,2020-04-08,5000,11.0,0
451,118,2021-04-08,5600,12.0,0
450,118,2022-04-09,6272,12.0,0
449,118,2023-04-09,7338,17.0,0
448,118,2024-04-08,8292,13.0,0
447,118,2025-04-08,9619,16.0,0
460,119,2020-01-01,4524,16.0,0
459,119,2020-12-31,5339,18.0,0
458,119,2021-12-31,6353,19.0,0
457,119,2023-01-01,7560,19.0,0
456,119,2024-01-01,9072,20.0,0
455,119,2024-12-31,11068,22.0,0
454,119,2025-12-31,13503,22.0,1
467,120,2020-01-01,1667,24.0,0
466,120,2020-12-31,2017,21.0,0
465,120,2021-12-31,2541,26.0,0
464,120,2023-01-01,3126,23.0,0
463,120,2024-01-01,3626,16.0,0
462,120,2024-12-31,4460,23.0,0
461,120,2025-12-31,5441,22.0,0
474,121,2020-01-01,2712,11.0,2
473,121,2020-12-31,3011,11.0,2
472,121,2021-12-31,3282,9.0,2
471,121,2023-01-01,3675,12.0,2
470,121,2024-01-01,4190,14.0,2
469,121,2024-12-31,4651,11.0,3
468,121,2025-12-31,5209,12.0,3
481,124,2020-01-01,4785,8.0,0
480,124,2020-12-31,5264,10.0,0
479,124,2021-12-31,5948,13.0,1
478,124,2023-01-01,6959,17.0,1
477,124,2024-01-01,8073,16.0,1
476,124,2024-12-31,9445,17.0,1
475,124,2025-12-31,10673,13.0,1
488,125,2020-01-01,2248,18.0,0
487,125,2020-12-31,2608,16.0,0
486,125,2021-12-31,3077,18.0,0
485,125,2023-01-01,3385,10.0,0
484,125,2024-01-01,3723,10.0,0
483,125,2024-12-31,4319,16.0,0
482,125,2025-12-31,5010,16.0,0
493,126,2021-12-31,8097,7.0,0
492,126,2023-01-01,9068,12.0,0
491,126,2024-01-01,10429,15.0,0
490,126,2024-12-31,12097,16.0,1
489,126,2025-12-31,13549,12.0,1
497,128,2023-01-01,2993,17.0,0
496,128,2024-01-01,3562,19.0,0
495,128,2024-12-31,4131,16.0,0
494,128,2025-12-31,4999,21.0,1
503,129,2020-12-31,2119,9.0,0
502,129,2021-12-31,2458,16.0,0
501,129,2023-01-01,2901,18.0,0
500,129,2024-01-01,3220,11.0,0
499,129,2024-12-31,3670,14.0,0
498,129,2025-12-31,4221,15.0,0
510,131,2020-01-01,7379,13.0,0
509,131,2020-12-31,8633,17.0,0
508,131,2021-12-31,9928,15.0,0
507,131,2023-01-01,10623,7.0,0
506,131,2024-01-01,11473,8.0,0
505,131,2024-12-31,12276,7.0,0
504,131,2025-12-31,13872,13.0,0
514,132,2023-01-01,1441,6.0,1
513,132,2024-01-01,1613,12.0,1
512,132,2024-12-31,1823,13.0,1
511,132,2025-12-31,2042,12.0,1
518,133,2022-04-23,1133,24.0,0
517,133,2023-04-23,1349,19.0,0
516,133,2024-04-22,1699,26.0,0
515,133,2025-04-22,2073,22.0,0
520,134,2024-12-31,2616,14.0,0
519,134,2025-12-31,2956,13.0,0
522,137,2024-02-04,2480,21.0,0
521,137,2025-02-03,2926,18.0,0
529,138,2020-01-01,2335,16.0,0
528,138,2020-12-31,2521,8.0,0
527,138,2021-12-31,2824,12.0,0
526,138,2023-01-01,3304,17.0,0
525,138,2024-01-01,3700,12.0,0
524,138,2024-12-31,4218,14.0,0
523,138,2025-12-31,4809,14.0,0
531,139,2024-12-31,4529,12.0,0
530,139,2025-12-31,5163,14.0,1
535,140,2023-01-01,10726,16.0,1
534,140,2024-01-01,12978,21.0,1
533,140,2024-12-31,15574,20.0,1
532,140,2025-12-31,18844,21.0,1
542,141,2020-01-01,6859,14.0,0
541,141,2020-12-31,7819,14.0,0
540,141,2021-12-31,8914,14.0,0
539,141,2023-01-01,10875,22.0,0
538,141,2024-01-01,12832,18.0,0
537,141,2024-12-31,15271,19.0,0
536,141,2025-12-31,18172,19.0,0
549,142,2019-10-22,3461,7.0,0
548,142,2020-10-21,3773,9.0,0
547,142,2021-10-21,3961,5.0,0
546,142,2022-10-22,4278,8.0,0
545,142,2023-10-22,4791,12.0,0
544,142,2024-10-21,5175,8.0,0
543,142,2025-10-21,5744,11.0,0
552,143,2024-01-01,2324,9.0,2
551,143,2024-12-31,2603,12.0,2
550,143,2025-12-31,2889,11.0,2
553,144,2025-12-31,2871,15.0,0
560,145,2020-01-01,2641,18.0,0
559,145,2020-12-31,3090,17.0,0
558,145,2021-12-31,3646,18.0,0
557,145,2023-01-01,4412,21.0,0
556,145,2024-01-01,5471,24.0,0
555,145,2024-12-31,6237,14.0,0
554,145,2025-12-31,7484,20.0,0
567,147,2019-03-09,1593,24.0,0
566,147,2020-03-08,2039,28.0,0
565,147,2021-03-08,2570,26.0,0
564,147,2022-03-09,3212,25.0,0
563,147,2023-03-09,4015,25.0,0
562,147,2024-03-08,4898,22.0,0
561,147,2025-03-08,6074,24.0,0
573,148,2020-12-31,9492,16.0,0
572,148,2021-12-31,10536,11.0,0
571,148,2023-01-01,12116,15.0,0
570,148,2024-01-01,13692,13.0,0
569,148,2024-12-31,15471,13.0,0
568,148,2025-12-31,17328,12.0,0
579,150,2020-12-31,1667,12.0,0
578,150,2021-12-31,1767,6.0,0
577,150,2023-01-01,2050,16.0,0
576,150,2024-01-01,2173,6.0,0
575,150,2024-12-31,2477,14.0,1
574,150,2025-12-31,2774,12.0,1
581,151,2024-12-31,3917,14.0,1
580,151,2025-12-31,4505,15.0,1
587,152,2020-12-31,4223,8.0,0
586,152,2021-12-31,4899,16.0,0
585,152,2023-01-01,5340,9.0,0
584,152,2024-01-01,6141,15.0,0
583,152,2024-12-31,6632,8.0,0
582,152,2025-12-31,7428,12.0,0
594,153,2020-01-01,6695,8.0,0
593,153,2020-12-31,7231,8.0,0
592,153,2021-12-31,7882,9.0,0
591,153,2023-01-01,8355,6.0,0
590,153,2024-01-01,9190,10.0,0
589,153,2024-12-31,10385,13.0,0
588,153,2025-12-31,11631,12.0,0
601,154,2020-01-01,4521,17.0,0
600,154,2020-12-31,5154,14.0,0
599,154,2021-12-31,5876,14.0,0
598,154,2023-01-01,6934,18.0,0
597,154,2024-01-01,7627,10.0,0
596,154,2024-12-31,8542,12.0,0
595,154,2025-12-31,9738,14.0,1
603,155,2024-12-31,2324,25.0,0
602,155,2025-12-31,2835,22.0,1
610,158,2020-01-01,9012,12.0,2
609,158,2020-12-31,10364,15.0,2
608,158,2021-12-31,11814,14.0,2
607,158,2023-01-01,12523,6.0,2
606,158,2024-01-01,13400,7.0,2
605,158,2024-12-31,15142,13.0,2
604,158,2025-12-31,16959,12.0,2
617,159,2020-01-01,708,26.0,0
616,159,2020-12-31,871,23.0,0
615,159,2021-12-31,1062,22.0,1
614,159,2023-01-01,1296,22.0,1
613,159,2024-01-01,1633,26.0,2
612,159,2024-12-31,2090,28.0,3
611,159,2025-12-31,2613,25.0,3
624,160,2020-01-01,2780,10.0,0
623,160,2020-12-31,3225,16.0,0
622,160,2021-12-31,3548,10.0,0
621,160,2023-01-01,4151,17.0,0
620,160,2024-01-01,4649,12.0,0
619,160,2024-12-31,5439,17.0,0
618,160,2025-12-31,6146,13.0,1
630,161,2019-07-21,2325,15.0,1
629,161,2020-07-20,2673,15.0,2
628,161,2021-07-21,3048,14.0,2
627,161,2022-07-21,3505,15.0,2
626,161,2023-07-21,4206,20.0,2
625,161,2024-07-20,4963,18.0,3
637,162,2020-01-01,8920,11.0,0
636,162,2020-12-31,10437,17.0,0
635,162,2021-12-31,12211,17.0,0
634,162,2023-01-01,13921,14.0,0
633,162,2024-01-01,16009,15.0,0
632,162,2024-12-31,17289,8.0,0
631,162,2025-12-31,19537,13.0,0
644,163,2018-01-24,2514,21.0,0
643,163,2019-01-24,2967,18.0,0
642,163,2020-01-24,3471,17.0,0
641,163,2021-01-24,3992,15.0,0
640,163,2022-01-24,4670,17.0,0
639,163,2023-01-24,5231,12.0,0
638,163,2024-01-24,6172,18.0,0
650,164,2020-12-31,1019,15.0,0
649,164,2021-12-31,1254,23.0,0
648,164,2023-01-01,1454,16.0,0
647,164,2024-01-01,1672,15.0,0
646,164,2024-12-31,1990,19.0,0
645,164,2025-12-31,2368,19.0,0
657,165,2018-06-09,4999,13.0,0
656,165,2019-06-09,5699,14.0,0
655,165,2020-06-08,6496,14.0,0
654,165,2021-06-09,7276,12.0,0
653,165,2022-06-09,8295,14.0,0
652,165,2023-06-09,9207,11.0,1
651,165,2024-06-08,10312,12.0,1
658,167,2024-05-04,1675,19.0,0
661,169,2024-01-01,1892,10.0,1
660,169,2024-12-31,2213,17.0,1
659,169,2025-12-31,2523,14.0,1
668,170,2020-01-01,3053,17.0,0
667,170,2020-12-31,3602,18.0,0
666,170,2021-12-31,3962,10.0,0
665,170,2023-01-01,4398,11.0,0
664,170,2024-01-01,5190,18.0,0
663,170,2024-12-31,5761,11.0,0
662,170,2025-12-31,6567,14.0,0
672,171,2023-01-01,3404,15.0,0
671,171,2024-01-01,3778,11.0,0
670,171,2024-12-31,4231,12.0,0
669,171,2025-12-31,4739,12.0,0
675,174,2024-01-01,7611,10.0,0
674,174,2024-12-31,8295,9.0,0
673,174,2025-12-31,9208,11.0,0
678,175,2022-06-26,3700,6.0,1
677,175,2023-06-26,4107,11.0,1
676,175,2024-06-25,4559,11.0,1
685,176,2020-01-01,3673,11.0,0
684,176,2020-12-31,4297,17.0,1
683,176,2021-12-31,4985,16.0,1
682,176,2023-01-01,5683,14.0,1
681,176,2024-01-01,6194,9.0,1
680,176,2024-12-31,7247,17.0,1
679,176,2025-12-31,8189,13.0,1
692,177,2020-01-01,900,25.0,0
691,177,2020-12-31,1099,22.0,0
690,177,2021-12-31,1340,22.0,0
689,177,2023-01-01,1622,21.0,0
688,177,2024-01-01,2027,25.0,0
687,177,2024-12-31,2392,18.0,0
686,177,2025-12-31,2942,23.0,1
696,178,2023-01-01,3114,23.0,1
695,178,2024-01-01,3550,14.0,1
694,178,2024-12-31,4118,16.0,1
693,178,2025-12-31,4941,20.0,2
